"","name","country","polyID","designation","point","iucn_cat","WDPAID","median","upper","lower"
"1478","Oban Group","NGA",177,"Forest Reserve","polygon","Not Reported",37013,0.399,0.478,0.296
"1479","Obaretin","NGA",152,"Forest Reserve","polygon","Not Reported",36986,0.402,0.47,0.325
"1480","Obeaku","NGA",197,"Forest Reserve","polygon","Not Reported",37033,0.468,0.518,0.374
"1481","Obi","NGA",794,"Forest Reserve","polygon","Not Reported",36744,0.393,0.638,0.245
"1482","Obieze-Isu","NGA",179,"Forest Reserve","polygon","Not Reported",37015,0.471,0.563,0.384
"1483","Obot-Ndom","NGA",184,"Forest Reserve","polygon","Not Reported",37020,0.506,0.607,0.437
"1484","Obotumfo Hills","GHA",9,"Forest Reserve","polygon","Not Reported",26453,0.596,0.707,0.502
"1485","Oboyow","GHA",105,"Forest Reserve","polygon","Not Reported",40808,0.474,0.644,0.363
"1486","Obrachere 1","GHA",175,"Forest Reserve","polygon","Not Reported",303958,0.596,0.707,0.502
"1487","Obrachere","GHA",174,"Forest Reserve","polygon","Not Reported",303957,0.596,0.707,0.502
"1488","Occra Hills","SLE",22,"Forest Reserve","polygon","Not Reported",29999,NA,NA,NA
"1489","Ochi Headwaters Blk I","GHA",46,"Forest Reserve","polygon","Not Reported",40735,0.458,0.629,0.396
"1490","Oda River","GHA",33,"Forest Reserve","polygon","Not Reported",40685,0.469,0.663,0.383
"1491","Odinne","CIV",167,"Classified Forest","polygon","Not Reported",300775,0.325,0.495,0.184
"1492","Odo Ogun","NGA",852,"Forest Reserve","polygon","Not Reported",36804,0.417,0.6,0.299
"1493","Odoba","NGA",58,"Forest Reserve","polygon","Not Reported",36878,0.417,0.597,0.326
"1494","Odomi River","GHA",186,"Forest Reserve","polygon","Not Reported",26514,0.369,0.556,0.265
"1495","Odu","NGA",808,"Forest Reserve","polygon","Not Reported",36758,0.335,0.582,0.239
"1496","Odugebe","NGA",888,"Forest Reserve","polygon","Not Reported",37038,0.407,0.602,0.275
"1497","Odun","NGA",835,"Forest Reserve","polygon","Not Reported",36786,0.33,0.497,0.228
"1498","Offumpo","CIV",92,"Classified Forest","polygon","Not Reported",300921,0.58,0.732,0.416
"1499","Ofin Shelterbelt Headwaters","GHA",78,"Forest Reserve","polygon","Not Reported",40778,0.504,0.686,0.372
"1500","Ogbe","NGA",840,"Forest Reserve","polygon","Not Reported",36791,0.348,0.544,0.249
"1501","Ogbesse","NGA",965,"Forest Reserve","polygon","Not Reported",36827,0.346,0.484,0.254
"1502","Ogiopa","NGA",118,"Forest Reserve","polygon","Not Reported",36950,0.457,0.594,0.385
"1503","Oglewu","NGA",60,"Forest Reserve","polygon","Not Reported",36880,0.418,0.627,0.316
"1504","Ogotun North","NGA",966,"Forest Reserve","polygon","Not Reported",36829,0.339,0.485,0.275
"1505","Ogotun South","NGA",36,"Forest Reserve","polygon","Not Reported",36831,0.349,0.478,0.292
"1506","Ogotun West","NGA",35,"Forest Reserve","polygon","Not Reported",36830,0.339,0.485,0.275
"1507","Ogu Itu","NGA",183,"Forest Reserve","polygon","Not Reported",37019,0.506,0.607,0.437
"1508","Ogun River","NGA",157,"Forest Reserve","polygon","Not Reported",36991,0.37,0.507,0.304
"1509","Oguta Lake","NGA",7,"Ramsar Site, Wetland of International Importance","polygon","Not Applicable",903110,0.518,0.63,0.454
"1510","Ogwa","NGA",107,"Forest Reserve","polygon","Not Reported",36939,0.457,0.594,0.385
"1511","Ogwashi-Uku","NGA",129,"Forest Reserve","polygon","Not Reported",36961,0.49,0.589,0.436
"1512","Ohaji","NGA",165,"Forest Reserve","polygon","Not Reported",36999,0.518,0.63,0.454
"1513","Ohaodo-Mbanasa","NGA",114,"Forest Reserve","polygon","Not Reported",36946,0.469,0.608,0.386
"1514","Ohosu","NGA",12,"Game Reserve","polygon","Not Reported",7838,0.405,0.478,0.337
"1515","Ohosu","NGA",145,"Forest Reserve","polygon","Not Reported",36978,0.405,0.478,0.337
"1516","Ohumbe","NGA",200,"Forest Reserve","polygon","Not Reported",37036,0.411,0.546,0.324
"1517","Oinye","NGA",817,"Forest Reserve","polygon","Not Reported",36767,0.34,0.548,0.238
"1518","Oiseaux de Djoudj","SEN",3,"National Park","polygon","II",867,0.424,0.548,0.335
"1519","Oji River","NGA",134,"Forest Reserve","polygon","Not Reported",36966,0.505,0.632,0.417
"1520","Ojofu","NGA",874,"Forest Reserve","polygon","Not Reported",36868,0.368,0.561,0.269
"1521","Ojogba-Ugun","NGA",105,"Forest Reserve","polygon","Not Reported",36936,0.465,0.571,0.399
"1522","Okeluse","NGA",150,"Forest Reserve","polygon","Not Reported",36983,0.424,0.52,0.362
"1523","Okene catchment area","NGA",868,"Forest Reserve","polygon","Not Reported",36850,0.358,0.548,0.28
"1524","Okene waterworks","NGA",867,"Forest Reserve","polygon","Not Reported",36849,0.358,0.548,0.28
"1525","Okhuessan","NGA",110,"Forest Reserve","polygon","Not Reported",36942,0.452,0.586,0.381
"1526","Okomu","NGA",11,"Wildlife Sanctuary","polygon","Not Reported",7465,0.373,0.433,0.292
"1527","Okomu","NGA",146,"Forest Reserve","polygon","II",36979,0.373,0.433,0.292
"1528","Okpara","NGA",959,"Forest Reserve","polygon","Not Reported",300796,0.355,0.564,0.242
"1529","Okpobi","NGA",59,"Forest Reserve","polygon","Not Reported",36879,0.418,0.627,0.316
"1530","Okura Iyale","NGA",968,"Forest Reserve","polygon","Not Reported",36856,0.368,0.561,0.269
"1531","Okura River","NGA",51,"Forest Reserve","polygon","Not Reported",36863,0.445,0.639,0.344
"1532","Okuta","NGA",633,"Forest Reserve","polygon","Not Reported",36578,0.316,0.465,0.19
"1533","Olague","NGA",160,"Forest Reserve","polygon","Not Reported",36994,NA,NA,NA
"1534","Old Ogbomosho Water Works","NGA",846,"Forest Reserve","polygon","Not Reported",36798,0.363,0.529,0.237
"1535","Old Ogbomosho","NGA",844,"Forest Reserve","polygon","Not Reported",36796,0.363,0.529,0.237
"1536","Old Oyo","NGA",236,"National Park","polygon","II",26625,0.319,0.483,0.191
"1537","Oldou Debokol","SEN",35,"Not Reported","polygon","Not Reported",352625,0.576,0.777,0.287
"1538","Olla Hill","NGA",845,"Forest Reserve","polygon","Not Reported",36797,0.363,0.529,0.237
"1539","Olle","NGA",816,"Forest Reserve","polygon","Not Reported",36766,0.317,0.494,0.215
"1540","Ologbo","NGA",153,"Forest Reserve","polygon","Not Reported",36987,0.371,0.439,0.276
"1541","Ologholo-Emu-Urho","NGA",111,"Forest Reserve","polygon","Not Reported",36943,0.431,0.567,0.359
"1542","Olokemeji","NGA",24,"Forest Reserve","polygon","Not Reported",36811,0.415,0.571,0.323
"1543","Olomu","NGA",836,"Forest Reserve","polygon","Not Reported",36787,0.33,0.497,0.228
"1544","Oloyan","NGA",847,"Forest Reserve","polygon","Not Reported",36799,0.33,0.463,0.217
"1545","Oluwa","NGA",138,"Forest Reserve","polygon","Not Reported",36971,0.365,0.452,0.277
"1546","Omo","NGA",32,"Forest Reserve","polygon","Not Reported",36820,0.356,0.46,0.278
"1547","Ongwam Blk I, II and III","GHA",158,"Forest Reserve","polygon","Not Reported",40867,0.504,0.686,0.372
"1548","Ongwam","GHA",79,"Forest Reserve","polygon","Not Reported",40779,0.499,0.682,0.37
"1549","Oni","NGA",38,"Forest Reserve","polygon","Not Reported",36833,0.412,0.502,0.348
"1550","Onishere","NGA",143,"Forest Reserve","polygon","Not Reported",36976,0.399,0.463,0.326
"1551","Onuem Bepo","GHA",35,"Forest Reserve","polygon","Not Reported",40687,0.478,0.648,0.364
"1552","Onuem Nyamibe Shelterbelt","GHA",34,"Forest Reserve","polygon","Not Reported",40686,0.456,0.632,0.388
"1553","Onyimsu","GHA",159,"Forest Reserve","polygon","Not Reported",40868,0.437,0.647,0.329
"1554","Opandha","NGA",873,"Forest Reserve","polygon","Not Reported",36855,0.369,0.567,0.27
"1555","Opara","NGA",223,"Game Reserve","polygon","Not Reported",5177,0.356,0.568,0.242
"1556","Opimbo","GHA",47,"Forest Reserve","polygon","Not Reported",40737,0.596,0.707,0.502
"1557","Opon mansi","GHA",148,"Forest Reserve","polygon","Not Reported",40857,0.435,0.571,0.367
"1558","Opro River","GHA",80,"Forest Reserve","polygon","Not Reported",40780,0.436,0.622,0.336
"1559","Ora-Iuleha-Ozalla","NGA",148,"Forest Reserve","polygon","Not Reported",36981,0.439,0.572,0.36
"1560","Orle River","NGA",13,"Game Reserve","polygon","IV",7843,0.44,0.574,0.36
"1561","Orle River","NGA",55,"Forest Reserve","polygon","Not Reported",36867,0.44,0.574,0.36
"1562","Oroma Anam","NGA",120,"Forest Reserve","polygon","Not Reported",36952,0.465,0.588,0.398
"1563","Orumbo Boka","CIV",85,"Classified Forest","polygon","Not Reported",300903,0.507,0.715,0.375
"1564","Osara","NGA",865,"Forest Reserve","polygon","Not Reported",36846,0.369,0.566,0.283
"1565","Osho","NGA",25,"Forest Reserve","polygon","Not Reported",36812,0.412,0.572,0.319
"1566","Oshogbo","NGA",859,"Forest Reserve","polygon","Not Reported",36822,0.397,0.544,0.321
"1567","Oshun","NGA",159,"Forest Reserve","polygon","Not Reported",36993,0.363,0.47,0.292
"1568","Osi","NGA",834,"Forest Reserve","polygon","Not Reported",36785,0.348,0.544,0.249
"1569","Osomari","NGA",164,"Forest Reserve","polygon","Not Reported",36998,0.516,0.631,0.452
"1570","Otamiri River","NGA",169,"Forest Reserve","polygon","Not Reported",37003,0.454,0.515,0.371
"1571","Otamiri","NGA",170,"Forest Reserve","polygon","Not Reported",37004,0.518,0.63,0.454
"1572","Otete","NGA",866,"Forest Reserve","polygon","Not Reported",36848,0.358,0.548,0.28
"1573","Otu","NGA",142,"Forest Reserve","polygon","Not Reported",36975,0.399,0.463,0.326
"1574","Otuma","NGA",857,"Forest Reserve","polygon","Not Reported",36810,0.422,0.602,0.289
"1575","Oturkpo","NGA",61,"Forest Reserve","polygon","Not Reported",36881,0.418,0.627,0.316
"1576","Ouadi-Rime-Ouadi Achim","TCD",7,"Faunal Reserve","polygon","IV",1250,0.504,0.66,0.374
"1577","Ouari Maro","BEN",16,"Classified Forest","polygon","Not Reported",6955,0.313,0.519,0.218
"1578","Ouarigue","CIV",153,"Classified Forest","polygon","Not Reported",300747,0.31,0.578,0.197
"1579","Ouatchidome","TGO",15,"Forest Reserve","polygon","Not Reported",37169,0.436,0.546,0.34
"1580","Oueme Boukou","BEN",10,"Classified Forest","polygon","Not Reported",5162,0.41,0.608,0.261
"1581","Oueme Superieur","BEN",15,"Classified Forest","polygon","Not Reported",6954,0.274,0.425,0.166
"1582","Ouilingore","BFA",20,"Classified Forest","polygon","Not Reported",28540,0.367,0.598,0.166
"1583","Ouladin","GIN",81,"Classified Forest","polygon","Not Reported",29456,0.416,0.56,0.332
"1584","Oume Doka","CIV",84,"Classified Forest","polygon","Not Reported",300902,0.503,0.711,0.373
"1585","Ouoro","BFA",63,"Classified Forest","polygon","Not Reported",313438,0.387,0.713,0.191
"1586","Outamba","SLE",8,"National Park","polygon","II",7417,0.385,0.574,0.249
"1587","Owabi","GHA",179,"Ramsar Site, Wetland of International Importance","polygon","Not Applicable",67965,0.504,0.686,0.372
"1588","Owabi","GHA",5,"Wildlife Sanctuary","polygon","IV",5154,0.504,0.686,0.372
"1589","Owan","NGA",149,"Forest Reserve","polygon","Not Reported",36982,0.439,0.572,0.36
"1590","Owo","NGA",44,"Forest Reserve","polygon","Not Reported",36840,0.425,0.507,0.362
"1591","Oyinno","NGA",42,"Forest Reserve","polygon","Not Reported",36837,0.434,0.566,0.352
"1592","Pa","BFA",10,"Classified Forest","polygon","Not Reported",28527,0.358,0.614,0.168
"1593","Pai River","NGA",226,"Game Reserve","polygon","Not Reported",7856,0.409,0.625,0.177
"1594","Pai River","NGA",741,"Forest Reserve","polygon","Not Reported",36689,0.41,0.621,0.175
"1595","Pama","BFA",69,"Partial Faunal Reserve","polygon","IV",3228,0.338,0.567,0.154
"1596","Pamu Berekum","GHA",61,"Forest Reserve","polygon","Not Reported",40759,0.472,0.64,0.356
"1597","Pandam and Wase Lakes","NGA",8,"Ramsar Site, Wetland of International Importance","polygon","Not Applicable",903111,0.42,0.639,0.243
"1598","Panshanu","NGA",574,"Forest Reserve","polygon","Not Reported",36514,0.29,0.334,0.148
"1599","Paradji","GIN",19,"Classified Forest","polygon","Not Reported",29358,0.276,0.416,0.191
"1600","Parc national d'Azagny","CIV",234,"Ramsar Site, Wetland of International Importance","polygon","Not Applicable",145528,0.494,0.64,0.367
"1601","Parc national de la Keran","TGO",51,"Ramsar Site, Wetland of International Importance","polygon","Not Applicable",95397,0.34,0.602,0.163
"1602","Pategi","NGA",831,"Forest Reserve","polygon","Not Reported",36782,0.373,0.609,0.263
"1603","Pelundo","GNB",13,"Faunal Reserve","polygon","Not Reported",342657,0.467,0.797,0.308
"1604","Pendjari","BEN",8,"Hunting Zone","polygon","VI",2253,0.32,0.57,0.155
"1605","Penessoulou","BEN",22,"Classified Forest","polygon","Not Reported",33010,0.313,0.45,0.185
"1606","Peni","BFA",51,"Classified Forest","polygon","Not Reported",28578,0.404,0.651,0.205
"1607","Pic de Fon","GIN",88,"Classified Forest","polygon","Not Reported",29465,0.4,0.522,0.278
"1608","Pic de Tibe","GIN",89,"Classified Forest","polygon","Not Reported",29466,0.291,0.402,0.252
"1609","Pic Nahouri","BFA",17,"Classified Forest","polygon","Not Reported",28535,0.372,0.582,0.197
"1610","Pinselli","GIN",30,"Classified Forest","polygon","Not Reported",29378,0.367,0.54,0.263
"1611","Plaine des Elephants","CIV",72,"Classified Forest","polygon","Not Reported",300882,0.513,0.694,0.373
"1612","Pogi","GHA",213,"Forest Reserve","polygon","Not Reported",26543,0.376,0.655,0.176
"1613","Polli","GHA",206,"Forest Reserve","polygon","Not Reported",26527,0.318,0.502,0.163
"1614","Pompo Headwaters","GHA",36,"Forest Reserve","polygon","Not Reported",40688,0.435,0.628,0.365
"1615","Port Gautier","CIV",122,"Classified Forest","polygon","Not Reported",300965,NA,NA,NA
"1616","Pouniokele","CIV",149,"Classified Forest","polygon","Not Reported",300731,0.347,0.516,0.198
"1617","Pra Anum","GHA",106,"Forest Reserve","polygon","Not Reported",40809,0.439,0.641,0.351
"1618","Pra Birim","GHA",107,"Forest Reserve","polygon","Not Reported",40810,0.478,0.648,0.364
"1619","Pra Suhyien Blk II","GHA",48,"Forest Reserve","polygon","Not Reported",40739,0.444,0.636,0.366
"1620","Prakaw","GHA",160,"Forest Reserve","polygon","Not Reported",40869,0.439,0.641,0.351
"1621","Previously called Mafou Classified Forest","GIN",61,"National Park","polygon","Not Reported",29421,0.374,0.615,0.208
"1622","Prison Fuel","NGA",678,"Forest Reserve","polygon","Not Reported",36626,0.343,0.622,0.235
"1623","Pru Shelterbelt","GHA",254,"Forest Reserve","polygon","Not Reported",40880,0.396,0.619,0.306
"1624","Pudu Hills","GHA",207,"Forest Reserve","polygon","Not Reported",26528,0.334,0.533,0.161
"1625","Puissa","NGA",627,"Forest Reserve","polygon","Not Reported",36572,0.319,0.534,0.197
"1626","Rabadi","NGA",483,"Forest Reserve","polygon","Not Reported",36421,0.237,0.387,0.168
"1627","Radda","NGA",365,"Forest Reserve","polygon","Not Reported",36293,0.289,0.448,0.24
"1628","Rade","NGA",382,"Forest Reserve","polygon","Not Reported",36310,0.336,0.493,0.246
"1629","Radoho","NGA",371,"Forest Reserve","polygon","Not Reported",36299,0.29,0.457,0.234
"1630","Radung","NGA",602,"Forest Reserve","polygon","Not Reported",36544,0.297,0.365,0.176
"1631","Radwan","NGA",575,"Forest Reserve","polygon","Not Reported",36515,0.297,0.365,0.176
"1632","Rafin Bawa","NGA",604,"Forest Reserve","polygon","Not Reported",36546,0.198,0.259,0.156
"1633","Rafin Doboyi","NGA",662,"Forest Reserve","polygon","Not Reported",36608,0.295,0.423,0.201
"1634","Rafin Hill","NGA",261,"Forest Reserve","polygon","Not Reported",36188,0.319,0.47,0.232
"1635","Rafin Iwa","NGA",441,"Forest Reserve","polygon","Not Reported",36373,0.202,0.275,0.152
"1636","Raganda","NGA",624,"Forest Reserve","polygon","Not Reported",36569,0.33,0.553,0.206
"1637","Rahama","NGA",718,"Forest Reserve","polygon","Not Reported",36666,0.198,0.259,0.156
"1638","Rakuma","NGA",405,"Forest Reserve","polygon","Not Reported",36333,0.376,0.547,0.229
"1639","Ran","NGA",587,"Forest Reserve","polygon","Not Reported",36528,0.19,0.266,0.147
"1640","Rapide Grah","CIV",39,"Classified Forest","polygon","Not Reported",29638,0.401,0.565,0.28
"1641","Rasso","CIV",14,"Classified Forest","polygon","Not Reported",29515,0.547,0.717,0.405
"1642","Red Volta East","GHA",201,"Forest Reserve","polygon","Not Reported",26501,0.355,0.617,0.174
"1643","Red Volta West","GHA",214,"Forest Reserve","polygon","Not Reported",26544,0.375,0.647,0.175
"1644","Reserve de faune de Binder-Lere","TCD",10,"Ramsar Site, Wetland of International Importance","polygon","Not Applicable",902838,0.392,0.788,0.154
"1645","Reserve de faune de Togodo","TGO",19,"Ramsar Site, Wetland of International Importance","polygon","Not Applicable",95398,0.423,0.58,0.302
"1646","Reserve Naturelle Nationale de Termit et de Tin Toumma","NER",15,"National Nature Reserve","polygon","IV",17367,0.371,0.527,0.242
"1647","Ribako","NGA",596,"Forest Reserve","polygon","Not Reported",36537,0.195,0.288,0.133
"1648","Ribuku","NGA",638,"Forest Reserve","polygon","Not Reported",36584,0.354,0.605,0.216
"1649","Richa","NGA",727,"Forest Reserve","polygon","Not Reported",36675,0.392,0.59,0.207
"1650","Rigachikun","NGA",618,"Forest Reserve","polygon","Not Reported",36563,0.205,0.315,0.143
"1651","Rikau","NGA",613,"Forest Reserve","polygon","Not Reported",36558,0.205,0.315,0.143
"1652","Rinukunu","NGA",314,"Forest Reserve","polygon","Not Reported",36242,0.378,0.634,0.235
"1653","Rio Cacheu Mangroves","GNB",6,"Natural Park","polygon","Not Reported",33046,0.467,0.797,0.308
"1654","Rio Grande de Buba","GNB",1,"Protected Area","polygon","Not Reported",317051,0.349,0.583,0.244
"1655","Rio Kapatchez","GIN",102,"Ramsar Site, Wetland of International Importance","polygon","Not Applicable",67985,NA,NA,NA
"1656","Rio Pongo","GIN",103,"Ramsar Site, Wetland of International Importance","polygon","Not Applicable",67986,0.317,0.371,0.181
"1657","River Amboi","NGA",76,"Forest Reserve","polygon","Not Reported",36902,0.273,0.343,0.238
"1658","River Gambia","GMB",5,"National Park","polygon","II",2288,0.606,0.879,0.33
"1659","River Moshi","NGA",634,"Forest Reserve","polygon","Not Reported",36579,0.303,0.497,0.194
"1660","River Nwum","NGA",80,"Forest Reserve","polygon","Not Reported",36908,0.368,0.444,0.19
"1661","Rogogo","NGA",387,"Forest Reserve","polygon","Not Reported",36315,0.335,0.479,0.24
"1662","Roni East","NGA",377,"Forest Reserve","polygon","Not Reported",36305,0.29,0.457,0.234
"1663","Roni North","NGA",380,"Forest Reserve","polygon","Not Reported",36308,0.29,0.457,0.234
"1664","RukubaAmo","NGA",605,"Forest Reserve","polygon","Not Reported",36547,0.197,0.256,0.155
"1665","Ruma","NGA",402,"Forest Reserve","polygon","Not Reported",36330,0.271,0.411,0.215
"1666","Rurum","NGA",465,"Forest Reserve","polygon","Not Reported",36399,0.232,0.32,0.175
"1667","Sa","BFA",11,"Classified Forest","polygon","Not Reported",28528,0.39,0.716,0.187
"1668","Sab-Sabre","SEN",38,"Not Reported","polygon","Not Reported",352628,0.616,0.836,0.339
"1669","Sadji","TGO",46,"Forest Reserve","polygon","Not Reported",37170,0.333,0.57,0.21
"1670","Sahel","BFA",75,"Partial Faunal Reserve","polygon","IV",3225,0.471,0.691,0.26
"1671","Sainyinan","NGA",409,"Forest Reserve","polygon","Not Reported",36337,0.423,0.666,0.224
"1672","Sakwa","NGA",359,"Forest Reserve","polygon","Not Reported",36287,0.318,0.516,0.217
"1673","Sala","GIN",44,"Classified Forest","polygon","Not Reported",29398,0.31,0.453,0.226
"1674","Salam","MLI",6,"Hunting Area","polygon","VI",555556054,0.574,0.748,0.413
"1675","Salifo","GNB",21,"Forest Reserve","polygon","Not Reported",342672,0.347,0.59,0.245
"1676","Samatiguila","CIV",156,"Classified Forest","polygon","Not Reported",300750,0.342,0.493,0.182
"1677","Sambalankan","GIN",41,"Classified Forest","polygon","Not Reported",29395,0.295,0.434,0.212
"1678","Sambisa","NGA",230,"Game Reserve","polygon","Not Reported",7870,0.294,0.468,0.15
"1679","Sambisa","NGA",516,"National Park","polygon","Not Reported",36455,0.313,0.505,0.155
"1680","Sambisa","NGA",932,"Forest Reserve","polygon","Not Reported",300719,0.313,0.505,0.155
"1681","Sambrero","NGA",168,"Forest Reserve","polygon","Not Reported",37002,0.454,0.515,0.371
"1682","Sananferedougou","CIV",142,"Classified Forest","polygon","Not Reported",29620,0.342,0.493,0.182
"1683","Sandami","NGA",384,"Forest Reserve","polygon","Not Reported",36312,0.333,0.478,0.241
"1684","Sanga River","NGA",710,"Forest Reserve","polygon","Not Reported",36658,0.282,0.459,0.199
"1685","Sangiwa","NGA",413,"Forest Reserve","polygon","Not Reported",36341,0.427,0.697,0.246
"1686","Sangoue","CIV",34,"Classified Forest","polygon","Not Reported",29632,0.49,0.707,0.373
"1687","Sankan Biriwa Tingi Hills","SLE",11,"No or Non - Hunting Forest Reserve","polygon","II",10732,0.39,0.553,0.296
"1688","Sapawsu","GHA",248,"Forest Reserve","polygon","Not Reported",26450,0.389,0.579,0.317
"1689","Sapo","LBR",12,"National Park","polygon","Not Reported",7409,0.319,0.424,0.222
"1690","Sapoba","NGA",21,"Forest Reserve","polygon","Not Reported",33149,0.475,0.558,0.402
"1691","Sawsaw","GHA",252,"Forest Reserve","polygon","Not Reported",40873,0.411,0.622,0.307
"1692","Scio","CIV",28,"Classified Forest","polygon","Not Reported",29596,0.51,0.714,0.378
"1693","Sebore","NGA",754,"Forest Reserve","polygon","Not Reported",36702,0.256,0.464,0.141
"1694","Seguela","CIV",213,"Classified Forest","polygon","Not Reported",29629,0.525,0.728,0.352
"1695","Seguie","CIV",17,"Classified Forest","polygon","Not Reported",29530,0.538,0.707,0.408
"1696","Sekondi Waterworks Blocks II and III","GHA",14,"Forest Reserve","polygon","Not Reported",26458,NA,NA,NA
"1697","Selly-Koro","GIN",79,"Classified Forest","polygon","Not Reported",29454,0.416,0.56,0.332
"1698","Semien Flansobly","CIV",210,"Classified Forest","polygon","Not Reported",29527,0.477,0.682,0.378
"1699","Senkwehn","LBR",7,"National Park","polygon","Not Reported",36026,0.292,0.402,0.206
"1700","Sephe","GHA",237,"Forest Reserve","polygon","Not Reported",303947,0.3,0.552,0.193
"1701","Sere","GIN",21,"Classified Forest","polygon","Not Reported",29366,0.334,0.489,0.219
"1702","Seri","NGA",206,"Forest Reserve","polygon","Not Reported",300841,0.278,0.326,0.177
"1703","Serima","GIN",45,"Classified Forest","polygon","Not Reported",29399,0.31,0.453,0.226
"1704","Shaba","NGA",677,"Forest Reserve","polygon","Not Reported",36625,0.358,0.579,0.196
"1705","Shai Hills","GHA",180,"Game Production Reserve","polygon","VI",5151,0.467,0.615,0.396
"1706","Shakwadina","NGA",655,"Forest Reserve","polygon","Not Reported",36601,0.241,0.395,0.173
"1707","Shamyogti","NGA",879,"Forest Reserve","polygon","Not Reported",36873,0.418,0.626,0.261
"1708","Shangey Tiev","NGA",67,"Forest Reserve","polygon","Not Reported",36887,0.434,0.649,0.305
"1709","Share","NGA",825,"Forest Reserve","polygon","Not Reported",36775,0.354,0.542,0.227
"1710","Shasha","NGA",208,"Forest Reserve","polygon","Not Reported",300868,0.378,0.459,0.312
"1711","Shebangel Hills","NGA",550,"Forest Reserve","polygon","Not Reported",36489,0.281,0.408,0.142
"1712","Shegali","NGA",321,"Forest Reserve","polygon","Not Reported",36249,0.312,0.495,0.188
"1713","Shekato","NGA",345,"Forest Reserve","polygon","Not Reported",36273,0.313,0.476,0.218
"1714","Sherigia","NGA",733,"Forest Reserve","polygon","Not Reported",36681,0.346,0.576,0.205
"1715","Sheya","NGA",348,"Forest Reserve","polygon","Not Reported",36276,0.322,0.53,0.21
"1716","Shimfida","NGA",404,"Forest Reserve","polygon","Not Reported",36332,0.319,0.47,0.232
"1717","Siankadougou","MLI",20,"Partial Wildlife Reserve","polygon","IV",555556062,0.411,0.78,0.217
"1718","Sierra-Fore","GIN",9,"Classified Forest","polygon","Not Reported",29337,0.294,0.37,0.215
"1719","Silue","CIV",129,"Classified Forest","polygon","Not Reported",29547,0.363,0.589,0.232
"1720","Sincery-Ourssa","GIN",65,"Classified Forest","polygon","Not Reported",29426,0.292,0.46,0.206
"1721","Sine-Saloum","SEN",43,"Not Reported","polygon","Not Reported",352633,0.599,0.826,0.291
"1722","Singamba","SLE",20,"Forest Reserve","polygon","Not Reported",29985,0.434,0.523,0.354
"1723","Singou","BFA",70,"Faunal Reserve","polygon","IV",3229,0.348,0.593,0.154
"1724","Siniaka-Minia","TCD",8,"Faunal Reserve","polygon","IV",5165,0.359,0.618,0.191
"1725","Sinsableswani","GHA",239,"Forest Reserve","polygon","Not Reported",303949,0.374,0.631,0.204
"1726","Siou","TGO",47,"Forest Reserve","polygon","Not Reported",37172,0.324,0.55,0.203
"1727","Siriabe","TGO",48,"Forest Reserve","polygon","Not Reported",37173,0.273,0.441,0.175
"1728","Sirka","TGO",56,"Forest Reserve","polygon","Not Reported",300767,0.323,0.539,0.233
"1729","Sissili Central","GHA",215,"Forest Reserve","polygon","Not Reported",26546,0.332,0.535,0.161
"1730","Sissili North","GHA",216,"Forest Reserve","polygon","Not Reported",26547,0.334,0.533,0.161
"1731","Sissili","BFA",33,"Classified Forest","polygon","Not Reported",28556,0.321,0.5,0.16
"1732","Site Ramsar du Complexe W","BFA",74,"Ramsar Site, Wetland of International Importance","polygon","Not Applicable",67824,0.367,0.635,0.161
"1733","Sitenga","BFA",21,"Classified Forest","polygon","Not Reported",28541,0.345,0.596,0.17
"1734","Six Forage","SEN",19,"Not Reported","polygon","Not Reported",352609,0.539,0.731,0.36
"1735","Sobi","NGA",830,"Forest Reserve","polygon","Not Reported",36780,0.357,0.531,0.221
"1736","Sobory","GIN",69,"Classified Forest","polygon","Not Reported",29437,0.253,0.389,0.199
"1737","Soge","NGA",806,"Forest Reserve","polygon","Not Reported",36756,0.34,0.594,0.245
"1738","Sogobe","SEN",17,"Not Reported","polygon","Not Reported",352607,0.52,0.703,0.369
"1739","Songan-Tamin","CIV",2,"Classified Forest","polygon","Not Reported",29496,0.436,0.571,0.342
"1740","Sonkpa","NGA",884,"Forest Reserve","polygon","Not Reported",36891,0.405,0.62,0.217
"1741","Sorobouly","BFA",12,"Classified Forest","polygon","Not Reported",28529,0.369,0.671,0.162
"1742","Sotouboa","TGO",49,"Forest Reserve","polygon","Not Reported",37176,0.312,0.435,0.18
"1743","Souarela","GIN",62,"Classified Forest","polygon","Not Reported",29423,0.293,0.437,0.216
"1744","Soukourou","CIV",148,"Classified Forest","polygon","Not Reported",300727,0.337,0.493,0.2
"1745","Soungounau","CIV",41,"Classified Forest","polygon","Not Reported",300842,0.44,0.678,0.31
"1746","Source de Mouhoun","BFA",43,"Classified Forest","polygon","Not Reported",28566,0.39,0.716,0.187
"1747","Sources de Kindia","GIN",12,"Classified Forest","polygon","Not Reported",29349,0.305,0.363,0.209
"1748","Sources de la Volta Noire","BFA",57,"Classified Forest","polygon","Not Reported",313425,0.388,0.622,0.212
"1749","Sousan","MLI",18,"Total Wildlife Reserve","polygon","IV",3213,0.396,0.804,0.211
"1750","South Fomangsu","GHA",161,"Forest Reserve","polygon","Not Reported",40870,0.431,0.64,0.327
"1751","South Ibie","NGA",54,"Forest Reserve","polygon","Not Reported",36866,0.404,0.572,0.321
